time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-25 00:00:00+00:00,11,4,5,5
2025-12-26 00:00:00+00:00,16,5,15,8
2025-12-27 00:00:00+00:00,11,8,14,12
2025-12-28 00:00:00+00:00,13,6,20,9
2025-12-29 00:00:00+00:00,6,2,10,6
2025-12-30 00:00:00+00:00,13,6,16,7
2025-12-31 00:00:00+00:00,9,5,13,6
2026-01-01 00:00:00+00:00,9,5,12,8
2026-01-02 00:00:00+00:00,3,3,14,12
2026-01-03 00:00:00+00:00,5,5,38,15
2026-01-04 00:00:00+00:00,10,6,30,15
2026-01-05 00:00:00+00:00,2,2,18,10
2026-01-06 00:00:00+00:00,26,13,25,12
2026-01-07 00:00:00+00:00,8,8,6,6
