time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-28 00:00:00+00:00,15,7,12,6
2026-03-29 00:00:00+00:00,9,9,9,6
2026-03-30 00:00:00+00:00,12,8,17,11
2026-03-31 00:00:00+00:00,17,9,16,9
2026-04-01 00:00:00+00:00,14,6,24,11
2026-04-02 00:00:00+00:00,12,8,10,7
2026-04-03 00:00:00+00:00,11,7,7,5
2026-04-04 00:00:00+00:00,4,4,12,8
2026-04-05 00:00:00+00:00,3,3,9,7
2026-04-06 00:00:00+00:00,16,7,11,7
2026-04-07 00:00:00+00:00,5,5,17,13
2026-04-08 00:00:00+00:00,15,6,7,6
2026-04-09 00:00:00+00:00,18,8,16,7
2026-04-10 00:00:00+00:00,7,7,15,11
