url_path,views_total,views_unique
/habahabai/mailstorm,233,141
/habahabai/mailstorm/blob/main/main.py,11,11
/habahabai/mailstorm/blob/main/build.bat,8,5
/habahabai/mailstorm/releases/tag/v0.5,7,7
/habahabai/mailstorm/blob/main/README.md,6,6
/habahabai/mailstorm/issues,6,6
/habahabai/mailstorm/issues/1,5,4
/habahabai/mailstorm/tree/main/docs,4,4
/habahabai/mailstorm/discussions,4,2
/habahabai/mailstorm/pulls,3,3
