time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-10 00:00:00+00:00,3,3,30,21
2025-10-11 00:00:00+00:00,7,7,50,22
2025-10-12 00:00:00+00:00,11,11,35,18
2025-10-13 00:00:00+00:00,5,4,72,26
2025-10-14 00:00:00+00:00,24,9,32,18
2025-10-15 00:00:00+00:00,6,4,24,15
2025-10-16 00:00:00+00:00,16,5,29,16
2025-10-17 00:00:00+00:00,2,2,36,11
2025-10-18 00:00:00+00:00,3,2,45,14
2025-10-19 00:00:00+00:00,7,2,8,5
2025-10-20 00:00:00+00:00,9,4,15,10
2025-10-21 00:00:00+00:00,16,6,20,9
2025-10-22 00:00:00+00:00,14,4,9,8
2025-10-23 00:00:00+00:00,7,2,48,16
