time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-22 00:00:00+00:00,11,7,11,8
2026-02-23 00:00:00+00:00,11,6,10,7
2026-02-24 00:00:00+00:00,11,7,23,12
2026-02-25 00:00:00+00:00,10,6,7,6
2026-02-26 00:00:00+00:00,12,8,4,4
2026-02-27 00:00:00+00:00,13,9,13,10
2026-02-28 00:00:00+00:00,7,6,10,10
2026-03-01 00:00:00+00:00,11,7,9,7
2026-03-02 00:00:00+00:00,14,10,19,8
2026-03-03 00:00:00+00:00,3,3,4,4
2026-03-04 00:00:00+00:00,13,9,23,11
2026-03-05 00:00:00+00:00,9,8,25,12
2026-03-06 00:00:00+00:00,12,8,14,11
2026-03-07 00:00:00+00:00,7,3,8,7
